show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Duration in Mins,First Category,Murder Mystery?
s5709,Movie,Michael Che Matters,Oz Rodriguez,Michael Che,United States,"Friday, 25 November 2016",2016,TV-MA,61 min,Stand-Up Comedy,61,Stand-Up Comedy,No
s5713,Movie,Donald Glover: Weirdo,"Shannon Hartman, Michelle Caputo",Donald Glover,United States,"Saturday, 19 November 2016",2012,TV-MA,65 min,Stand-Up Comedy,65,Stand-Up Comedy,No
s5714,Movie,Colin Quinn: The New York Story,Jerry Seinfeld,Colin Quinn,United States,"Friday, 18 November 2016",2016,TV-MA,62 min,Stand-Up Comedy,62,Stand-Up Comedy,No
s5722,Movie,Kathleen Madigan: Bothering Jesus,Lorene Machado,Kathleen Madigan,United States,"Thursday, 10 November 2016",2016,TV-MA,71 min,Stand-Up Comedy,71,Stand-Up Comedy,No
s5725,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,United States,"Friday, 4 November 2016",2016,TV-MA,64 min,Stand-Up Comedy,64,Stand-Up Comedy,No
s5746,Movie,Joe Rogan: Triggered,Anthony Giordano,Joe Rogan,United States,"Friday, 21 October 2016",2016,TV-MA,64 min,Stand-Up Comedy,64,Stand-Up Comedy,No
s5759,Movie,Russell Peters: Almost Famous,Dave Higby,Russell Peters,United States,"Friday, 7 October 2016",2016,TV-MA,73 min,Stand-Up Comedy,73,Stand-Up Comedy,No
s5785,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,"Friday, 23 September 2016",2016,TV-MA,78 min,Stand-Up Comedy,78,Stand-Up Comedy,No
s5794,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,"Friday, 16 September 2016",2016,TV-MA,60 min,Stand-Up Comedy,60,Stand-Up Comedy,No
s5820,Movie,David Cross: Making America Great Again!,Alex Coletti,David Cross,United States,"Friday, 5 August 2016",2016,TV-MA,73 min,Stand-Up Comedy,73,Stand-Up Comedy,No
s5821,Movie,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,United States,"Tuesday, 2 August 2016",2011,TV-MA,81 min,Stand-Up Comedy,81,Stand-Up Comedy,No
s5836,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,United States,"Friday, 1 July 2016",2016,TV-MA,87 min,Stand-Up Comedy,87,Stand-Up Comedy,No
s5848,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,"Friday, 6 May 2016",2016,TV-MA,60 min,Stand-Up Comedy,60,Stand-Up Comedy,No
s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,"Friday, 5 February 2016",2016,TV-MA,68 min,Stand-Up Comedy,68,Stand-Up Comedy,No
s5876,Movie,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,"Friday, 8 January 2016",2016,TV-MA,74 min,Stand-Up Comedy,74,Stand-Up Comedy,No
s5879,Movie,Mike Epps: Don't Take It Personal,L. Frazier,Mike Epps,United States,"Friday, 18 December 2015",2015,TV-MA,60 min,Stand-Up Comedy,60,Stand-Up Comedy,No
s5885,Movie,John Mulaney: The Comeback Kid,Rhys Thomas,John Mulaney,United States,"Friday, 13 November 2015",2015,TV-MA,62 min,Stand-Up Comedy,62,Stand-Up Comedy,No
s5891,Movie,Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,Anthony Jeselnik,United States,"Friday, 16 October 2015",2015,TV-MA,59 min,Stand-Up Comedy,59,Stand-Up Comedy,No
s5900,Movie,Demetri Martin: Live (At the Time),Jay Karas,Demetri Martin,United States,"Friday, 14 August 2015",2015,TV-MA,62 min,Stand-Up Comedy,62,Stand-Up Comedy,No
s5905,Movie,Chris Tucker Live,Phil Joanou,Chris Tucker,United States,"Friday, 10 July 2015",2015,TV-MA,92 min,Stand-Up Comedy,92,Stand-Up Comedy,No
s5906,Movie,Ralphie May: Imperfectly Yours,Anthony Pierce,Ralphie May,United States,"Monday, 29 June 2015",2015,TV-MA,69 min,Stand-Up Comedy,69,Stand-Up Comedy,No
s5912,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,"Friday, 22 May 2015",2015,TV-MA,78 min,Stand-Up Comedy,78,Stand-Up Comedy,No
s5914,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,Chris D'Elia,United States,"Friday, 17 April 2015",2015,TV-MA,84 min,Stand-Up Comedy,84,Stand-Up Comedy,No
s5916,Movie,Aziz Ansari Live at Madison Square Garden,Aziz Ansari,Aziz Ansari,United States,"Friday, 6 March 2015",2015,TV-MA,58 min,Stand-Up Comedy,58,Stand-Up Comedy,No
s5918,Movie,Ralphie May: Unruly,John Asher,Ralphie May,United States,"Friday, 27 February 2015",2015,TV-MA,83 min,Stand-Up Comedy,83,Stand-Up Comedy,No
s5922,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,United States,"Friday, 5 December 2014",2014,TV-MA,81 min,Stand-Up Comedy,81,Stand-Up Comedy,No
s5925,Movie,Chelsea Peretti: One of the Greats,Lance Bangs,Chelsea Peretti,United States,"Friday, 14 November 2014",2014,TV-MA,75 min,Stand-Up Comedy,75,Stand-Up Comedy,No
s5928,Movie,Wyatt Cenac: Brooklyn,Wyatt Cenac,Wyatt Cenac,United States,"Tuesday, 21 October 2014",2014,TV-MA,68 min,Stand-Up Comedy,68,Stand-Up Comedy,No
s5929,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,Chelsea Handler,United States,"Friday, 10 October 2014",2014,TV-MA,71 min,Stand-Up Comedy,71,Stand-Up Comedy,No
s5939,Movie,Aziz Ansari: Buried Alive,"Will Lovelace, Dylan Southern",Aziz Ansari,United States,"Friday, 1 November 2013",2013,TV-MA,80 min,Stand-Up Comedy,80,Stand-Up Comedy,No
s6472,Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,Chingo Bling,United States,"Thursday, 1 June 2017",2017,TV-MA,63 min,Stand-Up Comedy,63,Stand-Up Comedy,No
s7181,Movie,Kevin Hart: Seriously Funny,Shannon Hartman,Kevin Hart,United States,"Monday, 1 October 2018",2010,TV-MA,67 min,Stand-Up Comedy,67,Stand-Up Comedy,No
s7561,Movie,Natalia Valdebenito: Gritona,Natalia Valdebenito,Natalia Valdebenito,United States,"Friday, 10 November 2017",2017,TV-MA,76 min,Stand-Up Comedy,76,Stand-Up Comedy,No
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,"Sunday, 5 September 2021",2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas",128,Action & Adventure,No
s193,Movie,C Kkompany,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra",India,"Friday, 27 August 2021",2008,TV-14,127 min,"Action & Adventure, Comedies, International Movies",127,Action & Adventure,No
s201,Movie,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",India,"Friday, 27 August 2021",2004,TV-14,124 min,"Action & Adventure, Horror Movies, International Movies",124,Action & Adventure,No
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",India,"Friday, 27 August 2021",2008,TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",119,Action & Adventure,No
s302,Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,"Thursday, 5 August 2021",2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",135,Action & Adventure,No
s1245,Movie,Indoo Ki Jawani,Abir Sengupta,"Kiara Advani, Aditya Seal, Mallika Dua, Rakesh Bedi, Rajendra Sethi, Chittaranjan Tripathi, Rajesh Jais, Alka Badola Kaushal",India,"Tuesday, 2 March 2021",2020,TV-14,115 min,"Action & Adventure, Comedies, International Movies",115,Action & Adventure,No
s1306,Movie,Awara Paagal Deewana,Vikram Bhatt,"Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar",India,"Tuesday, 16 February 2021",2002,TV-14,162 min,"Action & Adventure, Comedies, Dramas",162,Action & Adventure,Yes
s1675,Movie,Bodyguard,Siddique,"Salman Khan, Kareena Kapoor, Raj Babbar, Asrani, Vidya Sinha, Hazel Keech, Chetan Hansraj, Salim Baig",India,"Thursday, 19 November 2020",2011,TV-14,130 min,"Action & Adventure, Comedies, International Movies",130,Action & Adventure,No
s1680,Movie,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Anant Jog",India,"Thursday, 19 November 2020",2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies",142,Action & Adventure,Yes
s1973,Movie,Black,Raja Chanda,"Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee",India,"Saturday, 19 September 2020",2015,TV-14,137 min,"Action & Adventure, International Movies",137,Action & Adventure,No
s2142,Movie,Gunjan Saxena: The Kargil Girl,Sharan Sharma,"Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Viineet Kumar, Manav Vij, Ayesha Raza Mishra",India,"Wednesday, 12 August 2020",2020,TV-14,113 min,"Action & Adventure, Dramas, International Movies",113,Action & Adventure,No
s2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,"Sunday, 5 July 2020",2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas",116,Action & Adventure,No
s2269,Movie,Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,"Sunday, 5 July 2020",2013,TV-14,139 min,"Action & Adventure, Comedies, Dramas",139,Action & Adventure,No
s2274,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,"Sunday, 5 July 2020",2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies",128,Action & Adventure,No
s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,"Sunday, 5 July 2020",2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",112,Action & Adventure,No
s2286,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",India,"Sunday, 5 July 2020",2012,TV-14,162 min,"Action & Adventure, International Movies",162,Action & Adventure,No
s2340,Movie,Prem Ratan Dhan Payo,Sooraj R. Barjatya,"Salman Khan, Sonam Kapoor, Anupam Kher, Neil Nitin Mukesh, Sanjay Mishra, Swara Bhaskar, Deepak Dobriyal, Arman Kohli, Manoj Joshi, Samaira Rao, Karuna Pandey, Sucheta Khanna",India,"Thursday, 25 June 2020",2015,TV-14,164 min,"Action & Adventure, Dramas, International Movies",164,Action & Adventure,No
s2611,Movie,R.K.Nagar,Saravana Rajan,"Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu",India,"Wednesday, 29 April 2020",2019,TV-14,132 min,"Action & Adventure, Comedies, Dramas",132,Action & Adventure,Yes
s2630,Movie,Bheeshma,Venky Kudumula,"Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag",India,"Saturday, 25 April 2020",2020,TV-14,138 min,"Action & Adventure, Comedies, International Movies",138,Action & Adventure,No
s2874,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",India,"Thursday, 27 February 2020",2020,TV-14,162 min,"Action & Adventure, Comedies, Dramas",162,Action & Adventure,No
s3134,Movie,Don,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Kareena Kapoor, Boman Irani, Om Puri, Pavan Malhotra",India,"Sunday, 15 December 2019",2006,TV-14,169 min,"Action & Adventure, International Movies",169,Action & Adventure,No
s3136,Movie,Fukrey,Mrighdeep Singh Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadda, Priya Anand, Vishakha Singh, Pankaj Tripathi",India,"Sunday, 15 December 2019",2013,TV-14,135 min,"Action & Adventure, Comedies, Dramas",135,Action & Adventure,No
s3164,Movie,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,"Sunday, 8 December 2019",2019,TV-14,172 min,"Action & Adventure, International Movies",172,Action & Adventure,No
s3234,Movie,Pranaam,Sanjiv Jaiswal,"Rajeev Khandelwal, Samiksha Singh, S.M. Zaheer, Vikram Gokhale, Meenakshi Sethi, Atul Kulkarni, Abhimanyu Singh, Aniruddha Dave",India,"Monday, 25 November 2019",2019,TV-14,117 min,"Action & Adventure, Dramas, International Movies",117,Action & Adventure,No
s3335,Movie,Drive,Tarun Mansukhani,"Jacqueline Fernandez, Sushant Singh Rajput, Boman Irani, Pankaj Tripathi, Vikramjeet Virk, Sapna Pabbi, Vibha Chhibber, Kaustubh Kumar",India,"Friday, 1 November 2019",2019,TV-14,119 min,"Action & Adventure, International Movies",119,Action & Adventure,No
s3659,Movie,Mauli,Aditya Sarpotdar,"Riteish Deshmukh, Saiyami Kher, Jitendra Joshi, Siddarth Jadhav, Shrikant Yadav, Vijay Nikam, Umesh Jagtap, Usha Naik, Girija Oak, Genelia D'Souza",India,"Wednesday, 17 July 2019",2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",136,Action & Adventure,No
s3805,Movie,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,"Wednesday, 22 May 2019",2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies",137,Action & Adventure,No
s3940,Movie,Petta,Karthik Subbaraj,"Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran",India,"Friday, 5 April 2019",2019,TV-14,170 min,"Action & Adventure, Comedies, Dramas",170,Action & Adventure,No
s3976,Movie,Sei,Raj Babu,"Nakhul, Aanchal Munjal, Nassar, Prakash Raj, Thalaivasal Vijay, Manobala, Jeyan Cherthala, Annadurai Kannadasan",India,"Monday, 25 March 2019",2018,TV-14,126 min,"Action & Adventure, Comedies, Dramas",126,Action & Adventure,No
s4425,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,"Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,"Thursday, 1 November 2018",2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies",91,Action & Adventure,No
s4443,Movie,Himmatwala,Sajid Khan,"Ajay Devgn, Tamannaah Bhatia, Paresh Rawal, Zarina Wahab, Mahesh Manjrekar",India,"Thursday, 1 November 2018",2013,TV-14,140 min,"Action & Adventure, Comedies, International Movies",140,Action & Adventure,No
s4456,Movie,Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain",India,"Thursday, 1 November 2018",2010,TV-14,129 min,"Action & Adventure, Dramas, International Movies",129,Action & Adventure,No
s4557,Movie,25 Kille,Simranjit Singh Hundal,"Guggu Gill, Yograj Singh, Sonia Mann, Jimmy Sharma, Sapna Bassi, Lakha Lakhwinder Singh, Sandeep Kaur Sandy, Sardar Sohi",India,"Monday, 1 October 2018",2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies",140,Action & Adventure,No
s4560,Movie,Anjaan,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",India,"Monday, 1 October 2018",2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies",146,Action & Adventure,No
s4572,Movie,Jagga Jasoos,Anurag Basu,"Ranbir Kapoor, Katrina Kaif, Saurabh Shukla, Saswata Chatterjee, Rajatabha Dutta, Saravajeet Tiwari",India,"Monday, 1 October 2018",2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies",155,Action & Adventure,No
s4574,Movie,Jodhaa Akbar,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar",India,"Monday, 1 October 2018",2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies",214,Action & Adventure,No
s4579,Movie,Kisaan,Puneet Sira,"Jackie Shroff, Arbaaz Khan, Sohail Khan, Diya Mirza, Nauheed Cyrusi, Sharat Saxena, Dalip Tahil, Vishwajeet Pradhan, Sarfaraz Khan",India,"Monday, 1 October 2018",2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",101,Action & Adventure,No
s4587,Movie,Mugamoodi,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,"Monday, 1 October 2018",2012,TV-14,150 min,"Action & Adventure, International Movies",150,Action & Adventure,No
s4588,Movie,Muran,Rajan Madhav,"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,"Monday, 1 October 2018",2011,TV-14,134 min,"Action & Adventure, International Movies",134,Action & Adventure,No
s4593,Movie,Naan Sigappu Manithan,Thiru,"Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu",India,"Monday, 1 October 2018",2014,TV-14,147 min,"Action & Adventure, Dramas, International Movies",147,Action & Adventure,No
s4596,Movie,Needhi Singh,Jaivi Dhanda,"Kulraj Randhawa, Nirmal Rishi, Ashish Duggal, Aman Sutdhar, Dally Daljit, Seema Kaushal, Shubh Ghumman, Karan Tiwana",India,"Monday, 1 October 2018",2016,TV-14,103 min,"Action & Adventure, Dramas, International Movies",103,Action & Adventure,No
s4598,Movie,Phantom,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakraborty, Mohammed Zeeshan Ayyub, Sohaila Kapoor, Denzil Smith",India,"Monday, 1 October 2018",2015,TV-14,129 min,"Action & Adventure, International Movies",129,Action & Adventure,No
s4601,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla","Saif Ali Khan, Akshaye Khanna, Katrina Kaif, Bipasha Basu, Anil Kapoor, Sameera Reddy",India,"Monday, 1 October 2018",2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals",155,Action & Adventure,Yes
s4602,Movie,Race 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone, Jacqueline Fernandez, Ameesha Patel, Rajesh Khattar, Chunky Pandey",India,"Monday, 1 October 2018",2013,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals",139,Action & Adventure,No
s4606,Movie,Thaandavam,Vijay,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan",India,"Monday, 1 October 2018",2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",156,Action & Adventure,Yes
s4610,Movie,Tiger,Sartaj Singh Pannu,"Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta",India,"Monday, 1 October 2018",2016,TV-14,130 min,"Action & Adventure, Dramas, International Movies",130,Action & Adventure,No
s4612,Movie,Vettai,N. Linguswamy,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar",India,"Monday, 1 October 2018",2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",156,Action & Adventure,No
s4680,Movie,Naam Shabana,Shivam Nair,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda",India,"Tuesday, 28 August 2018",2017,TV-14,141 min,"Action & Adventure, International Movies",141,Action & Adventure,Yes
s4682,Movie,Spyder,A.R. Murugadoss,"Mahesh Babu, Rakul Preet Singh, S.J. Surya, Bharath Srinivasan, Priyadarshi Pullikonda, RJ Balaji",India,"Tuesday, 28 August 2018",2017,TV-14,140 min,"Action & Adventure, International Movies",140,Action & Adventure,Yes
s4692,Movie,Mersal,Atlee Kumar,"Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",India,"Tuesday, 21 August 2018",2017,TV-14,162 min,"Action & Adventure, Dramas, International Movies",162,Action & Adventure,No
s4714,Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,"Saturday, 4 August 2018",2016,TV-14,127 min,"Action & Adventure, International Movies",127,Action & Adventure,No
s4727,Movie,Highway,Imtiaz Ali,"Randeep Hooda, Alia Bhatt, Durgesh Kumar, Pradeep Nagar",India,"Thursday, 2 August 2018",2014,TV-14,127 min,"Action & Adventure, Dramas, International Movies",127,Action & Adventure,No
s4731,Movie,Mohenjo Daro,Ashutosh Gowariker,"Hrithik Roshan, Sonakshi Sinha, Pooja Hegde, Kabir Bedi, Arunoday Singh, Kishori Shahane, Narendra Jha, Nitish Bharadwaj",India,"Thursday, 2 August 2018",2016,TV-14,168 min,"Action & Adventure, Dramas, International Movies",168,Action & Adventure,No
s4734,Movie,Rowdy Rathore,Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nasser, Yashpal Sharma, Paresh Ganatra, Gurdip Kohli, Mushtaq Khan, Amit Kumar Tiwari",India,"Thursday, 2 August 2018",2012,TV-14,137 min,"Action & Adventure, Comedies, International Movies",137,Action & Adventure,No
s4887,Movie,CIA: Comrade in America,Amal Neerad,"Dulquer Salmaan, Karthika Muraleedharan, Siddique, Soubin Shahir, Dileesh Pothan, John Vijay, Chandini Sreedharan, Jinu Joseph, Sujith Shankar, Alencier Ley Lopez",India,"Tuesday, 1 May 2018",2017,TV-14,130 min,"Action & Adventure, Dramas, Independent Movies",130,Action & Adventure,No
s4953,Movie,Main Hoon Na,Farah Khan,"Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",India,"Sunday, 1 April 2018",2004,TV-14,171 min,"Action & Adventure, Comedies, Dramas",171,Action & Adventure,No
s5010,Movie,Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra",India,"Thursday, 1 March 2018",2017,TV-14,145 min,"Action & Adventure, Comedies, International Movies",145,Action & Adventure,No
s5215,Movie,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",India,"Monday, 16 October 2017",2017,TV-14,135 min,"Action & Adventure, International Movies",135,Action & Adventure,No
s5338,Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,"Monday, 7 August 2017",2015,TV-14,159 min,"Action & Adventure, Dramas, International Movies",159,Action & Adventure,No
s5470,Movie,Rangoon,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",India,"Monday, 29 May 2017",2017,TV-14,153 min,"Action & Adventure, Dramas, International Movies",153,Action & Adventure,No
s5473,Movie,Raees,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Shubham Chintamani, Shubham Tukaram, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Sunny Leone",India,"Friday, 26 May 2017",2017,TV-14,143 min,"Action & Adventure, Dramas, International Movies",143,Action & Adventure,No
s5575,Movie,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",India,"Wednesday, 15 March 2017",2001,TV-14,160 min,"Action & Adventure, Comedies, Dramas",160,Action & Adventure,Yes
s5588,Movie,Force 2,Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani",India,"Monday, 27 February 2017",2016,TV-14,123 min,"Action & Adventure, International Movies",123,Action & Adventure,Yes
s5618,Movie,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",India,"Wednesday, 1 February 2017",2014,TV-14,179 min,"Action & Adventure, Comedies, Dramas",179,Action & Adventure,No
s5969,Movie,?Goli Soda 2,Vijay Milton,"Samuthirakani, Bharath Seeni, Vinoth, Esakki Barath, Chemban Vinod Jose, Gautham Menon, Krisha Kurup, Subiksha",India,"Saturday, 15 September 2018",2018,TV-14,128 min,"Action & Adventure, Dramas, International Movies",128,Action & Adventure,No
s6036,Movie,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,"Wednesday, 15 November 2017",2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",142,Action & Adventure,No
s6531,Movie,Contract,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,"Saturday, 2 March 2019",2008,TV-14,116 min,"Action & Adventure, Dramas, Independent Movies",116,Action & Adventure,Yes
